Date,r50,r85,r87,r97,r140,r148,r140148,r150,r170,r190,r211,r213
9/12/1995,17.4,7.55,7.9479,17.97,77.59,25.359,102.949,119.13,128.84,145.07,33.31,34.04
9/13/1995,16.25,7.07,7.4686,16.83,73.84,24.027,97.867,113.82,122.95,138.63,31.26,31.95
9/14/1995,15.23,6.48,6.8548,15.92,69.52,22.504,92.024,107.8,116.42,131.3,29.34,29.98
9/15/1995,14.43,5.92,6.2752,15.14,65.32,21.187,86.507,102.18,110.37,124.53,27.73,28.34
9/16/1995,13.43,5.33,5.6701,14.22,61.12,19.853,80.973,95.47,103.28,117.11,25.92,26.49
9/17/1995,12.93,4.77,5.0837,13.69,57.39,18.591,75.981,89,96.57,109.7,24.79,25.32
9/18/1995,16.02,5.06,6.0805,16.47,57.43,18.724,76.154,90.5,98.5,109.89,26.82,27.01
9/19/1995,41.3,13.49,15.699,44.22,86.83,28.072,114.902,128.31,144.83,172.97,64.53,65.48
9/20/1995,32.92,16.74,17.439,32.08,102.51,31.481,133.991,150.12,165.62,192.45,60.14,61.63
9/21/1995,31.12,16.19,16.912,30.12,105.85,31.112,136.962,154.46,169.4,191.81,56.84,58.17
9/22/1995,30.04,15.64,16.333,28.46,106.87,30.752,137.622,154.4,168.77,189.89,54.04,55.29
9/23/1995,28.49,15.3,15.944,27.13,109.21,31.009,140.219,155.43,169.27,189.63,51.26,52.43
9/24/1995,32.74,16.46,17.597,31.54,110.57,31.168,141.738,158.24,172.12,192.08,53.83,54.9
9/25/1995,30.48,16.15,16.915,29.27,110.29,30.71,141,158.36,171.87,192.12,53.07,54.29
9/26/1995,28.12,14.83,15.529,27.28,107.3,29.509,136.809,154.37,167.18,186.26,49.71,50.83
9/27/1995,26.27,13.52,14.174,25.87,103.26,28.186,131.446,148.71,160.97,179.31,47.03,48.08
9/28/1995,24.43,12.3,12.912,24.41,98.44,26.78,125.22,142.48,154.1,171.59,44.2,45.19
9/29/1995,26.3,12.07,12.856,25.19,96.99,26.46,123.45,139.85,151.37,168.03,45.47,46.33
9/30/1995,31.61,14.11,14.975,29.67,100.32,27.234,127.554,142.7,154.99,173.62,52.91,54
10/1/1995,32.53,15.52,16.441,34,107.55,28.929,136.479,149.72,163.05,181.99,53.21,54.35
10/2/1995,31.91,16.17,17.007,33.91,110.82,29.673,140.493,156.33,169.37,188.74,52.83,53.95
10/3/1995,31.84,16.3,17.134,34.85,112.64,29.706,142.346,158.78,171.53,190.29,54.98,56.22
10/4/1995,31.12,15.86,16.615,33.32,114.57,29.867,144.437,160.04,172.77,190.64,52.51,53.71
10/5/1995,39.73,19.66,21.108,40.28,128.53,34.26,162.79,179.19,195.39,217.19,59.29,60.11
10/6/1995,50.74,24.87,26.417,53.54,140.43,38.497,178.927,196.37,215.75,243.91,82.47,84.12
10/7/1995,47.36,24.45,25.569,45.56,145.13,39.311,184.441,202.07,220.88,248.09,79.99,81.88
10/8/1995,45.84,23.94,25.072,42.81,150.54,40.764,191.304,208.05,227.01,254.35,77.33,79.04
10/9/1995,47.57,24.66,25.771,43.5,152.53,41.172,193.702,212.11,230.3,256.52,79.08,80.9
10/10/1995,43.97,23.1,24.12,40.34,150.59,40.144,190.734,210.28,227.71,253.31,74.45,76.17
10/11/1995,41,21.35,22.307,37.96,146.63,38.574,185.204,204.71,221.29,245.97,70.49,72.07
10/12/1995,38.31,19.58,20.474,35.83,141,36.633,177.633,196.93,212.69,236.28,66.62,68.11
10/13/1995,36.36,18.22,19.045,34.21,135.31,34.887,170.197,188.95,204.05,226.61,63.62,65.04
10/14/1995,34.48,17.2,18.01,32.54,130.82,33.682,164.502,182.11,196.54,218.3,60.67,62.04
10/15/1995,32.68,16.06,16.835,30.95,125.71,32.31,158.02,174.99,188.7,209.25,57.75,59.03
10/16/1995,31.01,15.07,15.806,29.45,120.85,31.313,152.163,169.82,182.81,202.1,55.01,56.24
10/17/1995,28.81,13.86,14.56,27.6,114.9,30.028,144.928,163.18,175.5,194.1,51.49,52.64
10/18/1995,27.45,12.71,13.349,26.51,108.67,28.665,137.335,154.93,166.83,184.73,49.22,50.3
10/19/1995,26.03,11.91,12.52,25.25,103.44,27.581,131.021,148.3,159.63,176.74,46.78,47.83
10/20/1995,24.84,11.11,11.685,24.14,98.26,26.45,124.71,141.53,152.37,168.7,44.17,45.18
10/21/1995,24.05,10.67,11.216,23.37,94.2,25.61,119.81,135.43,145.94,161.74,42.4,43.36
10/22/1995,23.05,10.32,10.838,22.3,91.03,24.968,115.998,130.69,140.71,155.76,40.61,41.54
10/23/1995,52.77,20.08,23.134,53.13,128.26,37.075,165.335,175.37,195.2,220.75,78.06,78.63
10/24/1995,53.96,28.64,29.961,48.83,152.9,45.232,198.132,214.98,235.25,266.19,88.49,90.61
10/25/1995,49.3,27.32,28.545,44.3,157.94,45.893,203.833,222.82,242.58,271.3,82.7,84.63
10/26/1995,45.81,25.55,26.682,41.5,159.46,46.108,205.568,224.94,243.89,271.78,77.95,79.76
10/27/1995,45.82,25.01,26.3,41.78,161.05,46.877,207.927,226.66,245.92,274.27,76.31,78.03
10/28/1995,48.55,25.64,26.917,44.29,162.32,47.423,209.743,228.47,247.47,275.54,79.59,81.23
10/29/1995,45.7,24.73,25.821,41.33,160.94,46.622,207.562,226.22,244.51,271.77,77.18,78.96
10/30/1995,43.54,23.85,24.848,39.22,159.41,45.745,205.155,224.52,241.92,267.7,73.98,75.67
10/31/1995,44.54,24.83,26.315,40.65,165.61,47.712,213.322,230.82,248.26,273.18,72.98,74.5
11/1/1995,44.47,26.18,27.72,40.88,175.81,50.692,226.502,245.35,262.1,290.41,74.75,76.49
11/2/1995,39.84,24.72,25.688,34.88,176.13,49.405,225.535,245.94,262.07,285.88,69.95,71.45
11/3/1995,38.78,23.39,24.301,34.35,171.12,46.975,218.095,239.11,255.74,279.88,69.28,70.8
11/4/1995,36.79,21.93,22.791,32.85,165.02,44.836,209.856,230.09,246.16,270.37,66.15,67.62
11/5/1995,34.93,20.73,21.538,31.34,158.79,42.858,201.648,221.04,236.45,259.88,63.08,64.47
11/6/1995,34.21,19.83,20.586,30.89,152.75,41.044,193.794,213.82,229.06,251.27,61.61,62.85
11/7/1995,34.95,19.63,20.419,32.29,147.12,39.726,186.846,207.5,223.37,246.57,62.87,64.24
11/8/1995,33.76,18.85,19.622,31.36,141.88,38.476,180.356,201.12,216.57,239.49,60.9,62.26
11/9/1995,32.7,18.13,18.871,30.32,137.29,37.28,174.57,194.22,209.32,231.63,58.8,60.08
11/10/1995,32.65,17.66,18.389,32.33,133.02,36.246,169.266,188.75,203.99,225.97,58.57,59.82
11/11/1995,32.4,17.25,17.984,33.01,129.13,35.456,164.586,183.27,198.63,221.92,58.18,59.48
11/12/1995,31.15,16.59,17.319,31.78,125.92,34.746,160.666,177.97,192.71,216.14,55.96,57.23
11/13/1995,29.92,15.98,16.673,30.53,123.29,34.072,157.362,175.44,189.46,211.56,53.78,54.99
11/14/1995,28.92,15.4,16.071,29.64,120.63,33.326,153.956,172.63,186.27,207.8,51.81,52.95
11/15/1995,28.26,14.93,15.581,29.29,117.91,32.646,150.556,169.03,182.51,203.87,50.27,51.39
11/16/1995,27.23,14.42,15.051,28.39,115.24,32.053,147.293,165.65,178.58,199.32,48.43,49.51
11/17/1995,26.47,13.93,14.538,27.75,112.54,31.507,144.047,161.88,174.59,194.71,46.84,47.86
11/18/1995,26.54,13.63,14.238,28.43,109.88,31.075,140.955,158,170.89,191.22,46.07,47.07
11/19/1995,26.19,13.33,13.923,28.22,107.41,30.707,138.117,154.26,167.09,187.22,45.37,46.32
11/20/1995,26.53,13.17,13.77,28.96,105.01,30.385,135.395,152.34,165.33,185.31,45.67,46.64
11/21/1995,26.3,12.91,13.523,27.4,102.69,30.121,132.811,150.52,163.44,182.73,45.03,46.03
11/22/1995,25.37,12.48,13.075,25.88,100.63,29.849,130.479,147.7,160.23,178.37,43.41,44.38
11/23/1995,24.43,12.05,12.62,24.87,98.74,29.534,128.274,144.56,156.64,174.14,41.81,42.74
11/24/1995,23.49,11.59,12.134,23.9,96.58,29.093,125.673,141.1,152.76,169.65,40.26,41.15
11/25/1995,22.64,11.13,11.653,23.02,94.27,28.579,122.849,137.52,148.78,165.1,38.81,39.67
11/26/1995,21.94,10.77,11.27,22.23,92.31,28.133,120.443,134.53,145.4,161.1,37.54,38.38
11/27/1995,22.01,11.25,11.716,21.77,95.4,29.081,124.481,138.92,149.36,163.77,37.31,38.14
11/28/1995,20.9,11.12,11.584,20.76,93.56,28.525,122.085,139.01,149.39,164.1,36.35,37.13
11/29/1995,20.11,10.74,11.189,19.99,91.17,27.816,118.986,136.06,146.22,160.94,35.17,35.93
11/30/1995,19.62,10.35,10.887,19.85,88.77,27.097,115.867,132.21,142.05,156.42,33.98,34.72
12/1/1995,18.89,9.96,10.427,19.18,86.51,26.414,112.924,129.24,138.82,152.49,33.02,33.71
12/2/1995,18.48,9.68,10.095,18.53,84.22,25.733,109.953,125.32,135.24,149.44,33.1,33.77
12/3/1995,18.43,9.43,9.8905,18.64,81.97,25.115,107.085,121.93,132.03,146.55,33.24,33.93
12/4/1995,18.45,9.32,9.7366,18.77,79.81,24.62,104.43,120.4,130.37,144.73,33.14,33.87
12/5/1995,17.68,9.01,9.4104,18.01,77.32,23.925,101.245,117.54,127.34,141.41,32.01,32.7
12/6/1995,17.05,8.51,8.8891,17.49,74.54,23.144,97.684,114.19,123.8,137.61,31.14,31.82
12/7/1995,16.54,8.22,8.5789,16.99,72.27,22.569,94.839,110.99,120.34,133.82,30.17,30.84
12/8/1995,16.98,8.59,8.9378,16.76,72.88,23.021,95.901,111.2,120.24,133,30.05,30.74
12/9/1995,16.5,8.92,9.2622,16.05,72.71,22.984,95.694,110.29,119.08,131.72,29.29,29.92
12/10/1995,15.79,8.58,8.9213,15.47,71.1,22.386,93.486,107.61,116.08,128.29,28.3,28.91
12/11/1995,15.41,8.46,8.7802,15.06,70.62,22.251,92.871,108.12,116.2,127.51,27.62,28.22
12/12/1995,15.11,8.51,8.8178,14.64,70.14,22.106,92.246,107.34,115.34,126.78,27,27.58
12/13/1995,14.71,8.57,8.8655,14.18,69.72,21.949,91.669,106.81,114.5,125.47,26.31,26.87
12/14/1995,14.18,8.36,8.6597,13.7,68.05,21.367,89.417,104.94,112.41,123.11,25.53,26.07
12/15/1995,13.64,8,8.2885,13.26,66.23,20.76,86.99,102.45,109.73,120.24,24.75,25.27
12/16/1995,13.16,7.66,7.9415,12.87,64.34,20.155,84.495,98.51,105.67,116.24,24.01,24.51
12/17/1995,12.74,7.37,7.6345,12.5,62.51,19.58,82.09,94.83,101.73,111.85,23.3,23.79
12/18/1995,12.34,7.15,7.4073,12.15,60.98,19.035,80.015,94.07,100.56,109.68,22.98,23.42
12/19/1995,11.95,6.95,7.2001,11.8,59.59,18.488,78.078,93,99.41,108.53,23.97,24.46
12/20/1995,11.78,6.77,7.086,11.82,58.06,17.943,76.003,90.78,97.08,106.13,23.49,24
12/21/1995,11.26,6.57,6.8177,11.36,56.57,17.419,73.989,90.75,96.66,104.86,22.79,23.28
12/22/1995,10.92,6.39,6.6233,10.85,55.16,16.926,72.086,87.6,93.81,102.76,22.12,22.6
12/23/1995,10.61,6.22,6.4427,10.54,53.79,16.457,70.247,83.66,89.66,98.38,21.48,21.94
12/24/1995,10.31,6.06,6.2701,10.25,52.41,16.001,68.411,80.2,86.02,94.44,20.88,21.32
12/25/1995,10.01,5.88,6.0915,9.98,50.97,15.563,66.533,77.56,83.14,91.18,20.27,20.7
12/26/1995,9.74,5.71,5.9164,9.72,49.57,15.098,64.668,77.24,82.43,89.64,19.7,20.12
12/27/1995,10.08,5.65,5.8232,9.74,48.24,14.659,62.899,77.15,82.63,89.83,19.71,20.08
12/28/1995,10.98,5.92,6.1116,10.62,46.97,14.235,61.205,75.67,82,90.64,18.94,19.37
12/29/1995,10.75,5.87,6.0812,10.48,46.13,13.963,60.093,74.06,80.23,88.96,18.21,18.6
12/30/1995,10.71,5.86,6.0666,10.24,46.05,13.901,59.951,72.94,78.95,87.49,17.89,18.27
12/31/1995,10.92,6,6.2411,10.2,46.73,14.008,60.738,72.19,78.27,86.69,18.27,18.6
1/1/1996,11.26,6.13,6.335,10.45,46.92,13.936,60.856,72.02,78.21,86.95,19.59,19.99
1/2/1996,11.64,6.11,6.3354,11.33,46.34,13.724,60.064,74.02,79.95,87.93,20.04,20.46
1/3/1996,11.31,5.96,6.1985,11.31,45.62,13.625,59.245,74.04,80.16,88.67,19.54,19.96
1/4/1996,10.97,5.8,6.0308,10.97,44.99,13.57,58.56,76.72,82.26,89.67,19.01,19.42
1/5/1996,10.62,5.63,5.8583,10.62,44.36,13.56,57.92,72.36,78.69,87.91,18.47,18.87
1/6/1996,10.3,5.48,5.6994,10.3,43.77,13.558,57.328,71.15,76.62,84.28,17.97,18.36
1/7/1996,10,5.34,5.5495,9.99,43.18,13.519,56.699,71.25,76.65,84.12,17.49,17.87
1/8/1996,9.71,5.2,5.4014,9.7,42.54,13.438,55.978,74.27,79.13,85.57,17.02,17.39
1/9/1996,9.75,5.22,5.4013,9.51,42.88,13.627,56.507,71.53,77.16,85.77,16.75,17.11
1/10/1996,9.64,5.32,5.5138,9.25,43.14,13.748,56.888,70.52,75.51,83.52,16.45,16.79
1/11/1996,9.77,5.47,5.6811,9.09,43.74,13.942,57.682,71.39,76.15,83.69,16.38,16.72
1/12/1996,9.23,5.2,5.3894,8.69,42.97,13.694,56.664,70.36,75.17,82.95,16.07,16.38
1/13/1996,10.38,5.23,5.4485,9.57,42.18,13.45,55.63,68.5,73.52,81.39,17.22,17.51
1/14/1996,12.75,5.96,6.1486,12.29,41.55,13.48,55.03,67.16,72.42,81.03,18.29,18.69
1/15/1996,12.97,6.04,6.3068,13.17,41.14,13.646,54.786,68.29,73.12,80.75,17.69,18.08
1/16/1996,13.79,6.5,6.7168,13.31,45.57,15.418,60.988,73.39,78.17,85.89,18.01,18.39
1/17/1996,14.64,7.57,7.8466,14.23,50.65,17.132,67.782,83.07,87.42,94.15,18.14,18.51
1/18/1996,17.1,10.13,10.445,15.11,59.27,19.961,79.231,92.94,97.4,104.16,20.46,20.87
1/19/1996,15.17,10.05,10.392,13.59,60.75,19.849,80.599,95.89,100.25,107.06,18.9,19.26
1/20/1996,13.85,9.27,9.5892,12.81,60.54,19.176,79.716,94.39,98.84,106.3,18.09,18.43
1/21/1996,12.93,8.59,8.8941,12.29,59.92,18.519,78.439,91.32,95.76,103.26,17.46,17.78
1/22/1996,12.28,8,8.2899,11.84,59.17,17.958,77.128,93.48,97.25,103.21,16.9,17.22
1/23/1996,11.93,7.97,8.2193,11.5,59.78,17.981,77.761,93.56,97.86,104.73,16.74,17.05
1/24/1996,11.39,7.66,7.9286,11.06,58.56,17.372,75.932,90.86,94.94,100.95,16.24,16.55
1/25/1996,12.92,9.33,9.4521,11.3,66.99,20.085,87.075,100.01,104.13,109.41,17.62,17.91
1/26/1996,12.24,10.77,11.003,10.61,69.5,20.574,90.074,108.21,111.71,116.12,17.38,17.68
1/27/1996,11.99,10.66,10.962,10.29,69.65,20.293,89.943,111.43,114.95,119.49,17.1,17.39
1/28/1996,11.21,10.02,10.291,9.86,68.62,19.692,88.312,103.75,107.98,115.18,16.42,16.7
1/29/1996,10.62,9.3,9.5699,9.54,66.35,18.777,85.127,100.16,103.59,108.64,15.73,16.01
1/30/1996,10,8.47,8.7202,9.24,63.7,17.838,81.538,96.98,100.52,105.87,15.07,15.34
1/31/1996,9.53,7.8,8.0327,8.99,61.27,17.01,78.28,93.39,96.86,102.06,14.5,14.76
2/1/1996,9.12,7.24,7.4757,8.75,59.04,16.241,75.281,90.07,93.52,98.59,13.95,14.21
2/2/1996,8.78,6.72,6.956,8.53,56.82,15.52,72.34,86.47,89.88,94.92,13.43,13.67
2/3/1996,8.48,6.26,6.4794,8.31,54.69,14.856,69.546,83.14,86.44,91.3,12.94,13.18
2/4/1996,8.2,5.92,6.1209,8.09,52.62,14.237,66.857,80.12,83.32,88.02,12.47,12.71
2/5/1996,7.93,5.66,5.8451,7.88,50.59,13.719,64.309,77.99,81.01,85.38,12.01,12.24
2/6/1996,7.67,5.41,5.5949,7.69,48.66,13.246,61.906,75.59,78.61,83.02,11.57,11.79
2/7/1996,7.65,5.22,5.4001,7.72,47.13,12.887,60.017,73.66,76.59,80.84,11.17,11.39
2/8/1996,10.33,5.17,5.3984,10.91,45.24,12.508,57.748,73.06,75.71,79.39,11.75,11.87
2/9/1996,16.27,6.03,6.3177,20.27,43.83,12.821,56.651,71.94,75.12,79.09,16.49,16.67
2/10/1996,24.89,7.68,8.5367,31.17,43.9,13.729,57.629,72.71,79.25,85.99,27.67,27.71
2/11/1996,36.3,10.89,11.868,44.24,46.39,15.924,62.314,76.7,88.17,102.65,44.5,45.08
2/12/1996,45.34,13.87,14.972,53.78,51.74,19.121,70.861,85.95,101.66,121.03,58.15,59.14
2/13/1996,54.24,16.73,18.107,63.21,60.27,23.063,83.333,99.17,118.9,142.98,70.71,71.98
2/14/1996,65.82,20.82,22.308,74.7,72.8,28.177,100.977,116.9,141.26,170.84,87.37,89
2/15/1996,73.98,24.64,26.093,80.42,88.3,34.362,122.662,138.7,166.05,200.35,100.61,102.8
2/16/1996,76.51,26.5,28.12,81.34,107.64,41.417,149.057,163.98,191.98,227.62,104.46,107.08
2/17/1996,77.7,27.09,28.616,82.34,125.89,46.973,172.863,188.07,216.58,250.65,106.92,108.82
2/18/1996,89.89,31.63,33.385,94.84,142.77,53.193,195.963,211.35,244.71,288.32,128.05,130.88
2/19/1996,98.29,34.47,36.351,103.51,160.51,59.448,219.958,237.65,272.97,317.78,139.51,141.89
2/20/1996,124.88,42.56,44.991,131.79,180.33,67.54,247.87,272.31,321.21,380.7,181.03,183.81
2/21/1996,141.67,50.36,53.114,145.01,206.63,79.317,285.947,313.21,376.98,458.34,213.56,218.73
2/22/1996,131.8,50.2,52.994,132.23,236.89,92.626,329.516,360.7,438.01,534.91,204.95,209.78
2/23/1996,133.41,52.2,55.365,135.94,268.12,105.69,373.81,409.41,497.25,613.21,212.27,216.72
2/24/1996,135.53,55.18,58.346,138.19,304.02,122.81,426.83,462.03,549.72,669.2,218.76,223.78
2/25/1996,132.14,56.04,59.113,134.09,332.8,135.25,468.05,503.7,587.98,705.44,217.28,222.37
2/26/1996,123.74,55.25,57.978,124.43,352.83,142.12,494.95,531.75,608.86,718.33,208.12,213.27
2/27/1996,113.83,53.31,55.942,114.45,363.13,143.71,506.84,544.7,614.23,712.87,194.19,198.86
2/28/1996,104.61,50.94,53.337,104.93,364.32,141.6,505.92,543.05,606.37,697.58,181.46,185.85
2/29/1996,96.61,48.41,50.638,96.9,359.14,136.92,496.06,532.15,589.46,672.37,168.82,172.85
3/1/1996,89.52,45.96,48.039,89.85,350.09,130.99,481.08,516.26,568.49,644.35,157.41,161.14
3/2/1996,83.1,43.57,45.513,83.58,338.02,124.25,462.27,495.57,543.46,613.4,146.82,150.27
3/3/1996,77.55,41.28,43.095,78.11,323.61,117.08,440.69,472.14,516.26,580.73,137.33,140.54
3/4/1996,72.7,39.16,40.87,73.2,308.69,110.19,418.88,450.43,491.23,550.73,128.87,131.86
3/5/1996,68.64,37.44,39.043,68.9,295.05,104.55,399.6,430.66,468.69,524.16,121.88,124.71
3/6/1996,64.8,35.72,37.249,64.89,281.02,100.55,381.57,410.97,446.38,497.95,115.08,117.73
3/7/1996,60.88,33.74,35.161,61.29,266.27,96.393,362.663,390.34,423.56,472.03,108.62,111.09
3/8/1996,57.46,31.92,33.27,57.97,254.81,92.168,346.978,373.09,404.26,449.14,102.73,105.07
3/9/1996,54.37,30.2,31.486,54.88,244.98,87.945,332.925,357.31,387.05,429.49,97.26,99.46
3/10/1996,51.51,28.54,29.759,52.03,234.9,83.763,318.663,342.24,370.29,410.25,92.13,94.21
3/11/1996,51.18,27.2,28.649,52.57,224.84,79.678,304.518,329.7,357.77,396.57,89.71,91.46
3/12/1996,55.96,27.39,29.206,59.64,216.97,77.011,293.981,320.07,350.95,394.61,94.67,96.48
3/13/1996,58.25,27.62,29.41,62.26,212.56,75.871,288.431,314.06,345.89,391.7,96.54,98.59
3/14/1996,57.89,27.32,28.908,61.16,210.35,75.163,285.513,310.14,341.04,386.01,94.84,97.02
3/15/1996,55.94,26.43,27.887,58.59,208.12,74.194,282.314,306.52,336.47,379.3,91.35,93.4
3/16/1996,53.45,26.03,27.239,55.4,206.6,73.612,280.212,303.7,332.08,373.27,87.4,89.42
3/17/1996,51.37,25.15,26.398,53.19,202.06,71.81,273.87,297.27,324.32,362.76,84.26,86.14
3/18/1996,48.73,24.13,25.198,50.18,196.79,69.918,266.708,290.42,316.49,353.67,80.83,82.64
3/19/1996,46.46,23.33,24.355,47.71,191.43,68.003,259.433,283.03,307.9,343.44,77.54,79.26
3/20/1996,43.95,22.16,23.131,45.27,184.21,65.316,249.526,272.83,296.55,330.28,73.77,75.39
3/21/1996,41.88,20.98,21.898,43.26,176.4,62.481,238.881,261.44,284.09,316.33,70.57,72.11
3/22/1996,40.5,20.16,21.12,41.87,170.56,60.413,230.973,252.91,274.67,305.73,68.09,69.54
3/23/1996,39.4,20.44,21.295,40.31,170.87,60.715,231.585,254.09,275.31,306.24,66.62,68.13
3/24/1996,50.58,29.47,30.499,44.62,201.64,72.378,274.018,303.34,328.16,370.09,86.97,88.74
3/25/1996,49.9,35.24,36.282,41.77,220.74,77.37,298.11,323.3,346.1,382.41,81.73,83.83
3/26/1996,42.15,31.26,32.222,37.84,214.85,72.671,287.521,313.1,334.62,365.65,73.33,74.77
3/27/1996,39.6,28.41,29.504,38.12,205.26,68.261,273.521,299.06,320.54,350.64,70.08,71.34
3/28/1996,43.44,27.35,28.587,44.67,194.91,65.271,260.181,287.43,312.73,345.71,75.46,76.46
3/29/1996,57.87,30.1,31.497,62.35,189.39,65.689,255.079,285.17,319.68,364.82,96.76,98.16
3/30/1996,73.57,34.81,36.967,80.52,192.87,69.847,262.717,293.4,333.22,388.56,116.85,118.92
3/31/1996,80.39,37.15,39.008,85.61,201.08,73.927,275.007,305.03,347.68,405.68,125.92,128.54
4/1/1996,96.48,40.4,42.634,104.68,210.27,78.285,288.555,322.39,376.57,444.64,148.19,150.18
4/2/1996,143.04,52.21,55.371,159.4,225.65,88.001,313.651,354.94,439.79,537.22,215.93,217.47
4/3/1996,224.37,78.41,82.418,244.13,262.67,114.94,377.61,422.97,549.72,707.03,344.94,349.81
4/4/1996,257.03,93.22,98.282,270.37,347.77,162.76,510.53,549.95,686.87,869.17,415.23,424.8
4/5/1996,251.29,96.42,101.55,260.14,440.44,199.75,640.19,684.81,814.76,991.03,414.78,424.65
4/6/1996,236.93,96.96,101.9,242.97,513.58,223.1,736.68,782.22,903.55,1071.3,401.12,410.85
4/7/1996,218.36,94.81,99.51,223.1,561.17,234.02,795.19,840.33,951.83,1107.8,378.67,387.83
4/8/1996,200.62,91.35,95.803,205.15,586.47,235.87,822.34,870.31,972.83,1117.2,354.95,363.38
4/9/1996,183.2,86.95,91.047,187.21,594.05,231.79,825.84,873.85,967.82,1102,330.12,337.97
4/10/1996,165.33,81.16,84.898,169.54,585.82,222.19,808.01,855.21,940.27,1062.9,303.21,310.23
4/11/1996,150.31,75.43,78.833,155.74,565.85,209.32,775.17,820.88,898.04,1010.7,281.85,288.06
4/12/1996,139.47,71.23,74.364,144.96,543.82,197.16,740.98,785.25,855.94,960.75,267.12,272.89
4/13/1996,127.68,66.91,69.781,132.81,521.15,185.41,706.56,749.23,815.35,913.77,249.17,254.62
4/14/1996,118.72,63.4,66.174,123.66,497.49,174.59,672.08,713.05,776.26,872.09,232.52,237.49
4/15/1996,115.46,61.19,63.822,120.76,475.15,164.83,639.98,680.23,738.72,827.26,222.19,226.82
4/16/1996,109.41,57.72,60.185,115.32,447.78,153.46,601.24,640.48,694.82,777.48,208.8,213.3
4/17/1996,101.46,53.27,55.571,106.8,421.98,142.75,564.73,603.25,654.04,731.15,191.81,195.95
4/18/1996,94.42,49.34,51.469,99.41,399.34,133.84,533.18,571.55,622.04,697.15,178.61,182.28
4/19/1996,87.81,46.6,48.585,92.81,382.77,130.1,512.87,553.56,609.57,694.96,176.6,180.27
4/20/1996,103.35,50.63,53.299,109.35,370.73,128.52,499.25,535.48,589.32,669.98,187.39,190.87
4/21/1996,98.44,49.92,52.157,102.29,357.28,124.66,481.94,516.79,567.12,643.33,179.7,183.69
4/22/1996,109.42,53.02,55.659,113.54,357.99,125.32,483.31,521.32,576.18,655,191.59,195.2
4/23/1996,102.89,51.4,53.721,105.51,350.14,121.85,471.99,508.76,560.41,637.75,182.66,186.78
4/24/1996,97.19,48.4,50.587,98.75,343.6,118.04,461.64,497.44,546.66,619.28,173.13,176.87
4/25/1996,91.2,46.17,48.19,91.72,333.98,113.39,447.37,482.81,529.1,598.93,163.62,167.32
4/26/1996,84.24,42.52,44.401,85.18,317.42,106.3,423.72,458.3,501.38,565.97,151.72,155.08
4/27/1996,78.75,39.64,41.389,79.42,302.11,101.83,403.94,435.25,475.42,535.65,142.44,145.62
4/28/1996,72.86,36.96,38.593,73.32,286.91,98.035,384.945,414.26,451.38,507.28,132.38,135.34
4/29/1996,67.38,34.1,35.602,67.93,269.69,93.468,363.158,393.71,428.01,479.42,122.89,125.6
4/30/1996,62.1,31.18,32.605,63.02,254.34,88.412,342.752,371.74,403.63,451.09,113.65,116.14
5/1/1996,57.34,28.26,29.579,62.45,240.88,83.009,323.889,351.87,381.83,425.67,105.18,107.47
5/2/1996,55.25,26.59,27.874,61.08,229.9,78.693,308.593,335.69,364.01,405.39,100.3,102.45
5/3/1996,56.25,26.98,28.271,61.93,224.7,76.347,301.047,326.51,354.22,394.84,99.16,101.23
5/4/1996,54.91,26.88,28.076,60.37,219.48,73.763,293.243,317.02,344.11,383.94,98.18,100.35
5/5/1996,51.76,25.68,26.885,57.29,212.98,70.577,283.557,306.15,331.64,368.95,94.36,96.39
5/6/1996,48.43,24.04,25.12,54.14,204.3,66.668,270.968,294.79,318.7,353.42,89.56,91.53
5/7/1996,45.44,22.7,23.721,47.31,195.89,63.105,258.995,282.57,305.14,338.1,84.26,86.13
5/8/1996,51.91,24.55,25.86,52.51,194.47,62.508,256.978,281.23,305.88,341.31,91.49,93.17
5/9/1996,50.55,24.74,25.843,50.79,189.93,61.127,251.057,275.12,299.38,334.73,90.08,92.11
5/10/1996,48.87,24.2,25.327,48.59,186.56,59.786,246.346,269.26,292.09,326.28,85.36,87.3
5/11/1996,45.44,22.83,23.847,45.18,180.81,57.322,238.132,259.46,280.96,313.88,80.37,82.13
5/12/1996,42.28,21.26,22.212,42.2,173.47,54.369,227.839,248.74,268.81,299.57,75.41,77.06
5/13/1996,39.88,19.88,20.76,39.78,165.97,51.566,217.536,239.68,258.58,287.69,71.54,73.08
5/14/1996,43.4,20.84,21.997,42.84,164.8,51.371,216.171,238.12,258.18,288.72,75.63,76.98
5/15/1996,45.47,22.18,23.221,46.1,163.21,51.181,214.391,237.23,258.33,290.68,78.14,79.86
5/16/1996,42.21,20.56,21.53,43.19,156.83,48.845,205.675,228.56,248.42,278.68,72.69,74.29
5/17/1996,38.99,18.64,19.523,40.35,148.79,45.889,194.679,217.48,236.17,265.62,67.78,69.2
5/18/1996,36.54,17.1,17.949,38.01,141.68,43.501,185.181,206.58,224.87,254.08,69.86,71.27
5/19/1996,49.74,20.44,22.046,52.47,145.11,45.071,190.181,208.67,230.23,261.21,79.17,80.54
5/20/1996,47.96,20.97,22.059,50.09,143.13,44.801,187.931,209.48,230.9,263.33,78.17,79.99
5/21/1996,44.72,19.43,20.465,46.62,140.4,43.709,184.109,205.6,225.86,257.11,72.82,74.51
